Academic Year,Subject Id,Subject Code,Subject Number,Print Subject Id,Subject Short Title,Subject Title,Total Units,Is Offered This Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term
2018,10.551,10,551,10.551,"System Engineering","Systems Engineering",9.00,Y,N,N,Y,N
2018,10.552,10,552,10.552,"Adv Systems Engineering","Advanced Systems Engineering",9.00,Y,Y,N,N,N
2018,10.555,10,555,10.555J,"Bioinformatics:Princ,Meth,Appl","Bioinformatics: Principles, Methods and Applications",12.00,Y,N,N,Y,N
2018,10.540,10,540,10.540,"Intracellular Dynamics","Intracellular Dynamics",12.00,N,N,N,Y,N
2018,10.542,10,542,10.542,"Biochemical Engineering","Biochemical Engineering",9.00,N,N,N,Y,N
2018,10.544,10,544,10.544,"Metabolic & Cell Engineering","Metabolic and Cell Engineering",12.00,N,Y,N,Y,N
2018,10.545,10,545,10.545,"Fund of Metabolic Biochem Eng","Fundamentals of Metabolic and Biochemical Engineering: Applications to Biomanufacturing",12.00,Y,N,N,Y,N
2018,10.546,10,546,10.546J,"Statistical Thermodynamics","Statistical Thermodynamics",12.00,Y,Y,N,N,N
2018,10.524,10,524,10.524,"Pharmaceutical Engineering","Pharmaceutical Engineering",9.00,Y,Y,N,N,N
2018,10.547,10,547,10.547J,"Princ& Practice:Drug Developmt","Principles and Practice of Drug Development",9.00,Y,Y,N,N,N
2018,10.548,10,548,10.548J,"Tumor Pathophysiology","Tumor Pathophysiology and Transport Phenomena: A Systems Biology Approach",6.00,Y,Y,N,N,N
2018,10.53,10,53,10.53J,"Advances in Biomanufacturing","Advances in Biomanufacturing",3.00,Y,Y,N,Y,N
2018,10.531,10,531,10.531J,"Macromolecular Hydrodynamics","Macromolecular Hydrodynamics",9.00,Y,N,N,Y,N
2018,10.536,10,536,10.536J,"Therm Hydraulics:Power Tech","Thermal Hydraulics in Power Technology",12.00,Y,Y,N,N,N
2018,10.537,10,537,10.537J,"Molecular Cell Tissue Biomechs","Molecular, Cellular, and Tissue Biomechanics",12.00,Y,Y,N,N,N
2018,10.538,10,538,10.538J,"Principles of Molecular Bioeng","Principles of Molecular Bioengineering",12.00,Y,Y,N,N,N
2018,10.539,10,539,10.539J,"Fields,Forces,Flows: Biol Sys","Fields, Forces, and Flows in Biological Systems",12.00,Y,Y,N,N,N
2018,10.492,10,492,10.492,"Integrated Chem Eng Topics I","Integrated Chemical Engineering Topics I",4.00,Y,Y,N,N,N
2018,10.493,10,493,10.493,"Integrated Chem Eng Topics II","Integrated Chemical Engineering Topics II",4.00,Y,N,Y,N,N
2018,10.06,10,06,10.06,"Advanced Ethics for Engineers","Advanced Topics in Ethics for Engineers",6.00,Y,Y,N,Y,N
2018,10.977,10,977,10.977,"Seminar in Electrocatalysis","Seminar in Electrocatalysis",6.00,Y,Y,N,Y,N
2018,10.978,10,978,10.978,"Adv Materials for Energy Apps","Seminar in Advanced Materials for Energy Applications",6.00,Y,Y,N,Y,N
2018,11.255,11,255,11.255,"Neg & Dispute Res: Pub Sector","Negotiation and Dispute Resolution in the Public Sector",12.00,Y,N,N,Y,N
2018,11.301,11,301,11.301J,"Intro Urban Design & Devel","Introduction to Urban Design and Development",12.00,Y,Y,N,N,N
2018,11.302,11,302,11.302J,"Urban Design Politics","Urban Design Politics",12.00,Y,N,N,Y,N
2018,11.303,11,303,11.303J,"RE Dev Studio: Urban Projects","Real Estate Development Studio",18.00,Y,N,N,Y,N
2018,11.304,11,304,11.304J,"Site & Environ System Planning","Site and Environmental Systems Planning",15.00,Y,N,N,Y,N
2018,11.307,11,307,11.307J,"Beijing Design Studio","Beijing Urban Design Studio",18.00,N,Y,N,N,N
2018,11.308,11,308,11.308J,"Ecological Urbanism Seminar","Ecological Urbanism Seminar",12.00,Y,Y,N,N,N
2018,11.252,11,252,11.252J,"Computer Games","Design and Development of Games for Learning",12.00,Y,N,N,Y,N
2018,11.233,11,233,11.233,"Research Design","Research Design for Policy Analysis and Planning",12.00,Y,Y,N,N,N
2018,11.234,11,234,11.234,"Qualit Meth:Designrs & Plannrs","Making Sense: Qualitative Methods for Designers and Planners",12.00,Y,N,N,Y,N
2018,11.236,11,236,11.236,"Partcptry Action Res: Theory","Participatory Action Research (PAR) 1",6.00,Y,Y,N,N,N
2018,11.237,11,237,11.237,"Partcptry Action Res: Practice","Participatory Action Research (PAR) 2",6.00,Y,N,N,Y,N
2018,11.238,11,238,11.238J,"Ethics of Intervention","Ethics of Intervention",12.00,Y,Y,N,N,N
2018,11.239,11,239,11.239,"The City in Film","The City in Film",9.00,Y,N,N,Y,N
2018,11.250,11,250,11.250,"Transportation Research Design","Transportation Research Design",3.00,Y,Y,N,N,N
2018,11.631,11,631,11.631J,"Regulatn of Chem, Rad, Biotech","Regulation of Chemicals, Radiation, and Biotechnology",12.00,N,N,N,Y,N
2018,11.701,11,701,11.701,"Intro: Internatl Dev Planning","Introduction to International Development Planning",12.00,Y,Y,N,N,N
2018,11.800,11,800,11.800,"Doctoral Research Seminar","Reading, Writing and Research",9.00,Y,N,N,Y,N
2018,11.801,11,801,11.801,"Doctoral Research Paper","Doctoral Research Paper",9.00,Y,N,N,Y,N
2018,11.901,11,901,11.901,"Ind Study: Urban Stud & Plan","Independent Study:  Urban Studies and Planning",0.00,Y,Y,Y,Y,N
2018,11.902,11,902,11.902,"Ind Study: Urban Stud & Plan","Independent Study: Urban Studies and Planning",0.00,Y,Y,Y,Y,N
2018,11.903,11,903,11.903,"Supervised Readings","Supervised Readings in Urban Studies",0.00,Y,Y,Y,Y,N
2018,11.904,11,904,11.904,"Supervised Readings","Supervised Readings in Urban Studies",0.00,Y,Y,N,Y,Y
2018,11.905,11,905,11.905,"Rsrch Seminar: Urban Studies","Research Seminar in Urban Studies and Planning",0.00,Y,Y,Y,Y,N
2018,11.906,11,906,11.906,"Rsrch Seminar: Urban Studies","Research Seminar in Urban Studies and Planning",0.00,Y,Y,Y,Y,N
2018,11.907,11,907,11.907,"Urban Fieldwork","Urban Fieldwork",0.00,Y,Y,Y,Y,N
2018,11.908,11,908,11.908,"Urban Fieldwork","Urban Fieldwork",0.00,Y,Y,Y,Y,N
2018,11.309,11,309,11.309J,"Photography as Inquiry","Sensing Place: Photography as Inquiry",12.00,Y,Y,N,N,N
2018,11.312,11,312,11.312,"Engage Commnty: Models& Methds","Engaging Community: Models and Methods for Designers and Planners",12.00,Y,N,N,Y,N
2018,11.313,11,313,11.313,"Adv Research Landscape/Urban","Advanced Research Workshop in Landscape and Urbanism",12.00,Y,N,N,Y,N
2018,11.314,11,314,11.314J,"Water, Landscape & Urban Dsgn","Water, Landscape and Urban Design",12.00,Y,N,N,Y,N
2018,11.130,11,130,11.130,"Education Theory & Practice II","Educational Theory and Practice II",12.00,Y,N,Y,N,N
2018,11.131,11,131,11.131,"Education Theory & Prctice III","Educational Theory and Practice III",12.00,Y,N,N,Y,N
2018,11.137,11,137,11.137,"Financing Economic Development","Financing Economic Development",12.00,Y,Y,N,N,N
2018,11.483,11,483,11.483,"Housing & Land Use-Urban Reg","Housing and Land Use in Rapidly Urbanizing Regions",12.00,N,N,N,Y,N
2018,11.484,11,484,11.484,"Proj Appraisal: Dev Countries","Project Appraisal in Developing Countries",12.00,N,N,N,Y,N
2018,11.487,11,487,11.487,PublicSector:Budgeting/Finance,"Budgeting and Finance for the Public Sector",12.00,Y,N,N,Y,N
2018,11.488,11,488,11.488,"Conflict Cities","Urban Development in Conflict Cities: Planning Challenges and Policy Innovations",12.00,N,Y,N,N,N
2018,11.490,11,490,11.490,"Law and Development","Law and Development",12.00,N,N,N,Y,N
2018,11.139,11,139,11.139,"The City in Film","The City in Film",9.00,Y,N,N,Y,N
2018,11.140,11,140,11.140,"Urbanization and Development","Urbanization and Development",12.00,Y,N,N,Y,N
2018,11.142,11,142,11.142,"Geography Global Economy","Geography of the Global Economy",12.00,Y,N,N,Y,N
2018,11.144,11,144,11.144,"Proj Appraisal: Dev Countries","Project Appraisal in Developing Countries",12.00,N,N,N,Y,N
2018,11.475,11,475,11.475,"Power&Politics: H2O Planning","Navigating Power in Water and Sanitation Planning",12.00,Y,N,N,Y,N
2018,11.476,11,476,11.476,"Urbanizing China","Urbanizing China",9.00,N,Y,N,N,N
2018,11.477,11,477,11.477J,"Energy & Infrastructure Tech","Urban Energy Systems and Policy",12.00,Y,Y,N,N,N
2018,11.026,11,026,11.026J,Downtown,Downtown,9.00,Y,N,N,Y,N
2018,11.027,11,027,11.027,"Comp, Res,&Writng About Cities","City to City: Comparing, Researching and Writing about Cities",12.00,Y,N,N,Y,N
2018,11.123,11,123,11.123,"Big Plans Mega-Urbn Landscapes","Big Plans and Mega-Urban Landscapes",9.00,Y,N,N,Y,N
2018,11.124,11,124,11.124,"Introduction to Education","Introduction to Education:  Looking Forward and Looking Back on Education",12.00,Y,Y,N,N,N
2018,11.478,11,478,11.478,"Transportation Behavior/Policy","Behavior and Policy: Connections in Transportation",12.00,Y,N,N,Y,N
2018,11.479,11,479,11.479J,"Water, Sanitation, Hygiene","Water, Sanitation, Hygiene and Environmental Sanitation (WASH-ENV) in Low- and Middle-income Countries",0.00,Y,N,N,Y,N
2018,11.480,11,480,11.480,"Urbanization and Development","Urbanization and Development",12.00,Y,N,N,Y,N
2018,11.125,11,125,11.125,"Evaluating Education","Introduction to Education: Understanding and Evaluating Education",12.00,Y,N,N,Y,N
2018,11.127,11,127,11.127J,"Computer Games","Design and Development of Games for Learning",12.00,Y,N,N,Y,N
2018,11.129,11,129,11.129,"Education Theory & Practice I","Educational Theory and Practice I",12.00,Y,Y,N,N,N
2018,11.458,11,458,11.458,"Crowd Sourced City","Crowd Sourced City: Civic Tech Prototyping Class",12.00,Y,N,N,Y,N
2018,11.461,11,461,11.461J,Technocracy,Technocracy,12.00,N,Y,N,N,N
2018,11.463,11,463,11.463J,"Low-Inc Housing: Dev Countries","Structuring Low-Income Housing Projects in Developing Countries",12.00,Y,Y,N,N,N
2018,11.466,11,466,11.466J,"Tech, Glblztn, & Sustain Dev","Technology, Globalization, and Sustainable Development",12.00,Y,Y,N,N,N
2018,11.468,11,468,11.468J,"SIGUS Workshop","SIGUS Workshop",0.00,Y,Y,Y,N,N
2018,11.013,11,013,11.013J,"American Urban History I","American Urban History I",9.00,Y,Y,N,N,N
2018,11.315,11,315,11.315J,"Disaster Resilient Design","Disaster Resilient Design",9.00,Y,N,N,Y,N
2018,11.316,11,316,11.316J,"Landscp & Urb Heritage Conserv","Landscape and Urban Heritage Conservation",12.00,Y,N,N,Y,N
2018,11.318,11,318,11.318,"Senseable Cities","Senseable Cities",12.00,Y,N,N,Y,N
2018,11.320,11,320,11.320,"Digital City Design Workshop","Digital City Design Workshop",12.00,Y,N,N,Y,N
2018,11.371,11,371,11.371J,"Sustainable Energy","Sustainable Energy",12.00,Y,Y,N,N,N
2018,11.S939,11,S939,11.S939,"Special Subject: Urban Studies","Special Subject: Urban Studies and Planning",0.00,Y,Y,N,Y,N
2018,11.S940,11,S940,11.S940,"Spec Subj Urban Studies & Plan","Special Subject: Urban Studies and Planning",0.00,Y,Y,N,Y,N
2018,11.S941,11,S941,11.S941,"Spec Subj Urban Studies & Plan","Special Subject: Urban Studies and Planning",0.00,Y,Y,N,Y,N
2018,11.S942,11,S942,11.S942,"Spec Subj Urban Studies & Plan","Special Subject: Urban Studies and Planning",0.00,Y,Y,N,N,N
2018,11.S943,11,S943,11.S943,"Spec Subj Urban Studies & Plan","Special Subject: Urban Studies and Planning",0.00,Y,Y,N,N,N
2018,11.S944,11,S944,11.S940-11.S944,"Spec Subj Urban Studies & Plan","Special Subject: Urban Studies and Planning",0.00,Y,Y,N,N,N
2018,11.S945,11,S945,11.S945,"Spec Subj Urban Studies & Plan","Special Subject: Urban Studies and Planning",0.00,Y,Y,N,Y,N
2018,11.S946,11,S946,11.S946,"Spec Subj Urban Studies & Plan","Special Subject: Urban Studies and Planning",0.00,Y,N,N,Y,N
2018,11.S947,11,S947,11.S947,"Spec Subj Urban Studies & Plan","Special Subject: Urban Studies and Planning",0.00,Y,N,N,Y,N
2018,11.S948,11,S948,11.S948,"Spec Subj Urban Studies & Plan","Special Subject: Urban Studies and Planning",0.00,Y,N,N,Y,N
2018,11.S949,11,S949,11.S945-11.S949,"Spec Subj Urban Studies & Plan","Special Subject: Urban Studies and Planning",0.00,Y,N,N,Y,N
2018,11.S950,11,S950,11.S950,"Spec Sem Urban Studies & Plan","Special Seminar in Urban Studies and Planning",0.00,Y,Y,Y,Y,N
2018,11.342,11,342,11.342J,"Impact Globalization","Globalization and the Built Environment",6.00,N,Y,N,N,N
2018,11.344,11,344,11.344J,"Innovative Project Delivery","Innovative Project Delivery in the Public and Private Sectors",6.00,Y,N,N,Y,N
2018,11.345,11,345,11.345J,"Entrprnrshp in Constr & RE Dev","Entrepreneurship in Construction and Real Estate Development",6.00,Y,Y,N,N,N
2018,11.351,11,351,11.351,"Real Estate Ventures I","Real Estate Ventures I: Negotiating Development-Phase Agreements",12.00,Y,Y,N,N,N
2018,11.352,11,352,11.352,"Real Estate Ventures II","Real Estate Ventures II: Negotiating Leases, Financings, and Restructurings",12.00,Y,N,N,Y,N
2018,11.353,11,353,11.353J,"Securitization of Mortgages","Securitization of Mortgages and Other Assets",9.00,Y,N,N,Y,N
2018,11.354,11,354,11.354,"Real Estate Products Dev","Real Estate Products Development",12.00,Y,Y,N,N,N
2018,11.910,11,910,11.910,"Doctoral Tutorial","Doctoral Tutorial",6.00,Y,Y,N,N,N
2018,11.920,11,920,11.920,"Planning in Practice","Planning in Practice",3.00,Y,Y,N,Y,N
2018,11.960,11,960,11.960,"Independent Study: Real Estate","Independent Study: Real Estate",0.00,Y,Y,Y,Y,Y
2018,11.961,11,961,11.961,"Independent Study: Real Estate","Independent Study: Real Estate",0.00,Y,Y,Y,Y,Y
2018,11.962,11,962,11.962,"Fieldwork: Real Estate","Fieldwork: Real Estate",0.00,Y,Y,Y,Y,Y
2018,11.355,11,355,11.355,"Intrnat Housing Econ & Finance","International Housing Economics and Finance",9.00,Y,N,N,Y,N
2018,11.356,11,356,11.356,"Healthy Cities","Healthy Cities: Assessing Health Impacts of Policies and Plans",12.00,Y,N,N,Y,N
2018,11.360,11,360,11.360,"Community Growth & Land Use Pl","Community Growth and Land Use Planning",12.00,Y,Y,N,N,N
2018,11.364,11,364,11.364,"Internatl Envronmentl Treaties","International Environmental Treaties and Their Implementation",9.00,N,Y,N,N,N
2018,11.367,11,367,11.367,"The Law & Politics of Land Use","The Law and Politics of Land Use",12.00,Y,N,N,Y,N
2018,11.368,11,368,11.368,"Environmental Justice","Environmental Justice: Law and Policy",12.00,N,Y,N,N,N
2018,11.330,11,330,11.330J,"The Making of Cities","The Making of Cities",0.00,Y,N,N,Y,N
2018,11.332,11,332,11.332J,"Urban Design Studio","Urban Design Studio",0.00,Y,Y,N,Y,N
2018,11.333,11,333,11.333J,"Urban Design Seminar","Urban Design Seminar: Perspectives on Contemporary Practice",9.00,Y,N,N,Y,N
2018,11.334,11,334,11.334J,"Adv Sem: Landscape + Urbanism","Advanced Seminar in Landscape and Urbanism",12.00,Y,N,N,Y,N
2018,11.337,11,337,11.337J,"Urban Design Ideals & Action","Urban Design Ideals and Action",9.00,Y,N,N,Y,N
2018,11.338,11,338,11.338,"Urban Design Studio","Urban Design Studio",21.00,N,Y,N,N,N
2018,11.339,11,339,11.339,Downtown,Downtown,9.00,Y,N,N,Y,N
2018,11.328,11,328,11.328J,"Urban Design Skills","Urban Design Skills: Observing, Interpreting, and Representing the City",15.00,Y,Y,N,N,N
2018,11.963,11,963,11.963,"Independent Study: Real Estate","Independent Study: Real Estate",0.00,Y,Y,Y,Y,Y
2018,11.909,11,909,11.909,"Graduate Tutorial","Graduate Tutorial",0.00,Y,Y,N,N,N
2018,11.964,11,964,11.964,"Independent Study: Real Estate","Independent Study: Real Estate",0.00,Y,Y,Y,Y,Y
2018,11.985,11,985,11.985,"Summer Field Work","Summer Field Work",0.00,Y,N,N,N,Y
2018,11.S195,11,S195,11.S195,"Spec Subj Urban Studies & Plan","Special Subject: Urban Studies and Planning",0.00,Y,N,N,Y,N
2018,11.S196,11,S196,11.S196,"Spec Subj Urban Studies & Plan","Special Subject: Urban Studies and Planning",0.00,Y,N,N,Y,N
2018,11.S197,11,S197,11.S197,"Spec Subj Urban Studies & Plan","Special Subject:  Urban Studies and Planning",0.00,Y,N,N,Y,N
2018,11.S198,11,S198,11.S198,"Spec Stud Urban Studies & Plan","Special Subject: Urban Studies and Planning",0.00,Y,N,N,Y,N
2018,11.S199,11,S199,11.S196-11.S199,"Spec Sub: Urban Studies & Plan","Special Subject: Urban Studies and Planning",0.00,Y,N,N,Y,N
2018,11.S938,11,S938,11.S938,"Special Subject: Urban Studies","Special Subject: Urban Studies and Planning",0.00,Y,Y,N,Y,N
2018,11.S951,11,S951,11.S951,"Spec Sem Urban Studies & Plan","Special Seminar: Urban Studies and Planning",0.00,Y,Y,Y,Y,N
2018,11.469,11,469,11.469,"Urban Sociology","Urban Sociology in Theory and Practice",12.00,N,N,N,Y,N
2018,11.470,11,470,11.470,"Politics of Development","The Politics of Development Policy",12.00,N,Y,N,N,N
2018,11.474,11,474,11.474,"D-Lab:Disseminating Innovation","D-Lab: Disseminating Water,  Sanitation and Hygiene Innovations for the Common Good",9.00,Y,N,N,Y,N
2018,11.164,11,164,11.164J,"Human Rights: Home & Abroad","Human Rights at Home and Abroad",12.00,Y,Y,N,N,N
2018,11.165,11,165,11.165,"Urban Energy Systems & Policy","Urban Energy Systems and Policy",12.00,Y,Y,N,N,N
2018,11.166,11,166,11.166,"Law Social Mvmnts & Public Pol","Law, Social Movements, and Public Policy: Comparative and International Experience",12.00,Y,N,N,Y,N
2018,11.169,11,169,11.169,"Climate Policy","Global Climate Policy and Sustainability",12.00,Y,N,N,Y,N
2017,11.183,11,183,11.183,"Propty & Land Use Law","Property and Land Use Law for Planners",12.00,Y,Y,N,N,N
2018,11.001,11,001,11.001J,"Intro to Urban Design & Devel","Introduction to Urban Design and Development",12.00,N,Y,N,N,N
2018,11.002,11,002,11.002J,"Making Public Policy","Making Public Policy",12.00,Y,Y,N,N,N
2018,11.003,11,003,11.003J,"Methods of Policy Analysis","Methods of Policy Analysis",12.00,Y,N,N,Y,N
2018,11.005,11,005,11.005,"Intro to International Dev","Introduction to International Development",12.00,Y,N,N,Y,N
2018,11.006,11,006,11.006,"Poverty and Economic Security","Poverty and Economic Security",12.00,N,Y,N,N,N
2018,11.011,11,011,11.011,"Art & Science of Negotiation","The Art and Science of Negotiation",12.00,Y,Y,N,Y,N
2018,11.407,11,407,11.407,"Econ Dev Tools & Techniques","Economic Development Tools and Techniques",12.00,Y,Y,N,N,N
2018,11.427,11,427,11.427J,"Urban Labor Mrkts & Emp Policy","Urban Labor Markets and Employment Policy",12.00,Y,N,N,Y,N
2018,11.430,11,430,11.430J,"Leadershp in Real Estate","Leadership in Real Estate",6.00,Y,Y,N,N,N
2018,11.431,11,431,11.431J,"Real Est Finance & Investment","Real Estate Finance and Investment",12.00,Y,Y,N,N,N
2018,11.432,11,432,11.432J,"Real Estate Capital Markets","Real Estate Capital Markets",6.00,Y,N,N,Y,N
2018,11.433,11,433,11.433J,"Real Estate Economics","Real Estate Economics",12.00,Y,Y,N,N,N
2018,11.014,11,014,11.014J,"American Urban History II","American Urban History II",9.00,Y,Y,N,N,N
2018,11.015,11,015,11.015J,"Riots,Strikes,Conspir: Am Hist","Riots, Strikes, and Conspiracies in American History",12.00,Y,N,N,Y,N
2018,11.016,11,016,11.016J,"The City","The Once and Future City",12.00,Y,N,N,Y,N
2018,11.021,11,021,11.021J,"Environmental Law: Pollution","Environmental Law, Policy, and Economics: Pollution Prevention and Control",12.00,Y,Y,N,N,N
2018,11.022,11,022,11.022J,"Regulatn of Chem, Rad, Biotech","Regulation of Chemicals, Radiation, and Biotechnology",12.00,N,N,N,Y,N
2018,11.025,11,025,11.025J,"D-Lab: Development","D-Lab: Development",12.00,Y,Y,N,N,N
2018,11.436,11,436,11.436,"Housing Studio: Sustainability","Housing Studio: Neighborhood Sustainability Plan",15.00,Y,N,N,Y,N
2018,11.384,11,384,11.384,"Malaysia Fieldwork Preparation","Preparation for Malaysia Sustainable Cities Fieldwork",3.00,Y,Y,N,N,N
2018,11.385,11,385,11.385,"Malaysia Fieldwork","Malaysia Sustainable Cities Fieldwork",6.00,Y,N,Y,N,N
2018,11.386,11,386,11.386,"Malaysia Practicum","Malaysia Sustainable Cities Practicum",3.00,Y,N,N,Y,N
2018,11.434,11,434,11.434J,"RE Dev: Tools for Analysis","Tools for Analysis:  Design for Real Estate and Infrastructure Development",6.00,Y,N,N,Y,N
2018,11.435,11,435,11.435,"Mixed Income Housing Dev","Mixed-Income Housing Development",12.00,Y,Y,N,N,N
2018,11.373,11,373,11.373J,"Sci Politics and Envi Policy","Science, Politics, and Environmental Policy",9.00,Y,Y,N,N,N
2018,11.387,11,387,11.387,"Environmental Finance","Environmental Finance and Political Economy",12.00,N,N,N,Y,N
2018,11.401,11,401,11.401,"Intro: Housing & Community Dev","Introduction to Housing, Community and Economic Development",12.00,Y,Y,N,N,N
2018,11.402,11,402,11.402,"Urban Politics","Urban Politics: Race and Political Change",12.00,Y,Y,N,N,N
2018,11.404,11,404,11.404,"US Housing Policy & Planning","Housing Policy and Planning in the US and Abroad",12.00,N,N,N,Y,N
2018,11.405,11,405,11.405,"Political Economy & Society","Political Economy & Society",9.00,Y,Y,N,N,N
2018,11.406,11,406,11.406,"Planning History & Theory","Key Ideas in City Planning History and Theory",12.00,N,Y,N,N,N
2018,11.THG,11,THG,11.THG,Thesis,"Graduate Thesis",0.00,Y,Y,Y,Y,Y
2018,11.THT,11,THT,11.THTJ,"Thesis Research Design Seminar","Thesis Research Design Seminar",12.00,Y,Y,N,N,N
2018,11.THU,11,THU,11.THU,"Undergraduate Thesis","Undergraduate Thesis",0.00,Y,Y,Y,Y,Y
2018,11.UR,11,UR,11.UR,"Undergraduate Research","Undergraduate Research",0.00,Y,Y,Y,Y,Y
2018,11.URG,11,URG,11.URG,"Undergraduate Research","Undergraduate Research",0.00,Y,Y,Y,Y,Y
2018,11.201,11,201,11.201,"Gateway: Planning Action","Gateway: Planning Action",12.00,Y,Y,N,N,N
2018,11.202,11,202,11.202,"Planning Economics","Planning Economics",4.00,Y,Y,N,N,N
2018,11.203,11,203,11.203,Microeconomics,Microeconomics,8.00,Y,Y,N,N,N
2018,11.205,11,205,11.205,"Intro to Spatial Analysis","Introduction to Spatial Analysis",6.00,Y,Y,N,Y,N
2018,11.206,11,206,11.206,"Poverty and Economic Security","Poverty and Economic Security",12.00,N,Y,N,N,N
2018,11.191,11,191,11.191,"Independent Study","Independent Study",0.00,Y,Y,N,Y,N
2018,11.192,11,192,11.191-11.192,"Independent Study","Independent Study",0.00,Y,Y,Y,Y,N
2018,11.220,11,220,11.220,"Quant Reasoning & Stat Meth I","Quantitative Reasoning and Statistical Methods for Planning I",12.00,Y,N,N,Y,N
2018,11.225,11,225,11.225,"Argument & Writ: Adv Students","Argumentation and Communication",6.00,N,Y,N,N,N
2018,11.229,11,229,11.229,"Advanced Writing Seminar","Advanced Writing Seminar",9.00,Y,N,N,Y,N
2018,11.193,11,193,11.193,"Supervised Readings","Supervised Readings",0.00,Y,Y,N,Y,N
2018,11.194,11,194,11.193-11.194,"Supervised Readings","Supervised Readings",0.00,Y,Y,N,Y,N
2018,11.377,11,377,11.377,"Food Systems & Environment","Food Systems and the Environment",12.00,N,Y,N,N,N
2018,11.378,11,378,11.378J,"Water Planning, Policy & Desgn","Water Planning, Policy, and Design",0.00,N,Y,N,N,N
2018,11.380,11,380,11.380,"Urban Climate Adaptation","Urban Climate Adaptation",12.00,N,N,N,Y,N
2018,11.381,11,381,11.381,"Infrastructure Systems","Infrastructure Systems in Theory and Practice",12.00,Y,Y,N,N,N
2018,11.382,11,382,11.382,"Water Diplomacy","Water Diplomacy: The Science, Policy, & Politics of Managing Shared Resources",12.00,Y,N,N,Y,N
2018,11.383,11,383,11.383J,"Managing Sustainable Busnesses","Managing Sustainable Businesses for People and Profits",12.00,Y,N,N,Y,N
2018,11.S953,11,S953,11.S953,"Spec Sem Urban Studies & Plan","Special Seminar: Urban Studies and Planning",0.00,Y,Y,Y,Y,N
2018,11.376,11,376,11.376,"Urban Sustainability in Action","Urban Sustainability in Action",12.00,N,N,N,Y,N
2018,11.S954,11,S954,11.S954,"Spec Sem Urban Studies & Plan","Special Seminar: Urban Studies and Planning",0.00,Y,N,N,Y,N
2018,11.S955,11,S955,11.S955,"Spec Sem Urban Studies & Plan","Special Seminar: Urban Studies and Planning",0.00,Y,Y,Y,N,N
2018,11.S970,11,S970,11.S970,"Special Seminar: Real Estate","Special Seminar: Real Estate",0.00,Y,N,N,Y,N
2018,11.438,11,438,11.438,"Economic Development Planning","Economic Development Planning",12.00,Y,N,N,Y,N
2018,11.439,11,439,11.439,"Revitalizng Urban Main Streets","Revitalizing Urban Main Streets",15.00,N,N,N,Y,N
2018,11.444,11,444,11.444J,"New Global Practitioner","The New Global Planning Practitioner",9.00,Y,N,N,Y,N
2018,11.450,11,450,11.450,"Real Estate Bldg Systems","Real Estate Development Building Systems",3.00,Y,Y,N,N,N
2018,11.457,11,457,11.457,"More than Data","More than Data: Smart Cities, Big Data, Civic Technology and Policy",9.00,N,N,N,Y,N
2018,11.437,11,437,11.437,"Financing Economic Development","Financing Economic Development",12.00,Y,Y,N,N,N
2018,11.S956,11,S956,11.S956,"Spec Sem Urban Studies & Plan","Special Seminar: Urban Studies and Planning",0.00,Y,Y,Y,N,N
2018,11.S957,11,S957,11.S950-11.S957,"Spec Sem Urban Studies & Plan","Special Seminar: Urban Studies and Planning",0.00,Y,Y,N,N,N
2018,11.S958,11,S958,11.S958,"Spec Sem Urban Studies & Plan","Special Seminar: Urban Studies and Planning",0.00,Y,N,N,Y,N
2018,11.S952,11,S952,11.S952,"Spec Sem Urban Studies & Plan","Special Seminar: Urban Studies and Planning",0.00,Y,Y,Y,Y,N
2018,11.S959,11,S959,11.S959,"Spec Sem Urban Studies & Plan","Special Seminar: Urban Studies and Planning",0.00,Y,N,N,Y,N
2018,11.S965,11,S965,11.S965,"Special Subject: Real Estate","Special Subject: Real Estate",0.00,Y,Y,Y,Y,Y
2018,11.S966,11,S966,11.S966,"Special Subject: Real Estate","Special Subject: Real Estate",0.00,Y,Y,Y,Y,Y
2018,11.S967,11,S967,"11.S966, 11.S967","Special Subject: Real Estate","Special Subject: Real Estate",0.00,Y,Y,Y,Y,Y
2018,11.S968,11,S968,11.S968,"Special Seminar: Real Estate","Special Seminar: Real Estate",0.00,Y,Y,Y,Y,Y
2018,11.S969,11,S969,11.S969,"Special Seminar: Real Estate","Special Seminar: Real Estate",0.00,Y,Y,Y,Y,Y
2018,11.541,11,541,11.541J,"Public Transportation Systems","Public Transportation Systems",12.00,Y,N,N,Y,N
2018,11.543,11,543,11.543J,"Transportation Policy","Transportation Policy, the Environment, and Livable Communities",12.00,Y,N,N,Y,N
2018,11.544,11,544,11.544J,"Transport  Systems Analysis","Transportation Systems Analysis: Performance and Optimization",12.00,Y,Y,N,N,N
2018,11.545,11,545,11.545J,"Transport Syst: Demand & Econ","Transportation Systems Analysis: Demand and Economics",12.00,Y,Y,N,N,N
2018,11.601,11,601,11.601,"Intro: Envir Policy & Planning","Introduction to Environmental Policy and Planning",12.00,Y,Y,N,N,N
2018,11.630,11,630,11.630J,"Environmental Law: Pollution","Environmental Law, Policy, and Economics: Pollution Prevention and Control",12.00,Y,Y,N,N,N
2018,11.188,11,188,11.188,"Urban Planning & Soc Sci Lab","Urban Planning and Social Science Laboratory",12.00,Y,N,N,Y,N
