Academic Year,Subject Id,Subject Code,Subject Number,Print Subject Id,Subject Short Title,Subject Title,Total Units,Is Offered This Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term
2018,IDS.S21,IDS,S21,IDS.S21,"Spec Subj Data, Sys & Society","Special Graduate Subject in Data, Systems, and Society",0.00,N,Y,Y,Y,Y
2018,IDS.S22,IDS,S22,IDS.S22,"Spec Subj Data, Sys & Society","Special Graduate Subject in Data, Systems, and Society",0.00,N,Y,Y,Y,Y
2018,IDS.S23,IDS,S23,IDS.S23,"Spec Subj Data, Sys & Society","Special Graduate Subject in Data, Systems, and Society",0.00,N,Y,Y,Y,Y
2018,IDS.S24,IDS,S24,IDS.S24,"Spec Subj Data, Sys & Society","Special Graduate Subject in Data, Systems, and Society",0.00,N,Y,Y,Y,Y
2018,IDS.S30,IDS,S30,IDS.S30,"Spec Subj Data, Sys & Society","Special Graduate Subject in Data, Systems, and Society",0.00,N,Y,Y,Y,Y
2018,IDS.S31,IDS,S31,IDS.S31,"Spec Subj Data, Sys & Society","Special Graduate Subject in Data, Systems, and Society",0.00,Y,N,Y,N,N
2018,IDS.S32,IDS,S32,IDS.S32,"Spec Subj Data, Sys & Society","Special Graduate Subject in Data, Systems, and Society",0.00,N,Y,Y,Y,Y
2018,IDS.336,IDS,336,IDS.336J,"Sys Architecting: Enterprises","Systems Architecting Applied to Enterprises",12.00,Y,N,N,Y,N
2018,IDS.337,IDS,337,IDS.337J,"Aerospc Biomed & Life Supp Eng","Aerospace Biomedical and Life Support Engineering",12.00,Y,N,N,Y,N
2018,IDS.S01,IDS,S01,IDS.S01,"Spec Subj Data, Sys & Society","Special Undergraduate Subject in Data, Systems, and Society",0.00,N,Y,Y,Y,Y
2018,IDS.S10,IDS,S10,IDS.S10,"Spec Subj Data, Sys & Society","Special Undergraduate Subject in Data, Systems, and Society",0.00,N,Y,Y,Y,Y
2018,IDS.S11,IDS,S11,IDS.S11,"Spec Subj Data, Sys & Society","Special Undergraduate Subject in Data, Systems, and Society",0.00,N,Y,Y,Y,Y
2018,IDS.S20,IDS,S20,IDS.S20,"Spec Subj Data, Sys & Society","Special Graduate Subject in Data, Systems, and Society",0.00,N,Y,Y,Y,Y
2018,IDS.250,IDS,250,IDS.250J,"Theory of Operations Mgmt","The Theory of Operations Management",12.00,Y,N,N,Y,N
2018,IDS.305,IDS,305,IDS.305J,"Business& Operations Analytics","Business and Operations Analytics",6.00,Y,N,N,Y,N
2018,IDS.330,IDS,330,IDS.330,"Real Optns for Prod & Sys Dsgn","Real Options for Product and Systems Design",6.00,Y,N,N,Y,N
2018,IDS.332,IDS,332,IDS.332,"Engr Sys Analysis for Design","Engineering Systems Analysis for Design",12.00,Y,Y,N,N,N
2018,IDS.333,IDS,333,IDS.333,"Risk and Decision Analysis","Risk and Decision Analysis",6.00,Y,Y,N,N,N
2018,IDS.THG,IDS,THG,IDS.THG,"Graduate Thesis","Graduate Thesis",0.00,Y,Y,Y,Y,Y
2018,IDS.UR,IDS,UR,IDS.UR,"Undergraduate Research","Undergraduate Research",0.00,Y,Y,Y,Y,Y
2018,IDS.URG,IDS,URG,IDS.URG,"Undergraduate Research","Undergraduate Research",0.00,Y,Y,Y,Y,Y
2018,IDS.412,IDS,412,IDS.412J,"Science, Tech, & Public Policy","Science, Technology, and Public Policy",12.00,Y,Y,N,N,N
2017,IDS.430,IDS,430,IDS.430J,"Environmental Law: Pollution","Environmental Law, Policy, and Economics: Pollution Prevention and Control",12.00,Y,Y,N,N,N
2017,IDS.431,IDS,431,IDS.431J,"Regulatn of Chem, Rad, Biotech","Regulation of Chemicals, Radiation, and Biotechnology",12.00,N,N,N,Y,N
2018,IDS.435,IDS,435,IDS.435,"Law, Technology, & Pub Policy","Law, Technology, and Public Policy",12.00,Y,N,N,Y,N
2018,IDS.411,IDS,411,IDS.411,"Concepts & Res in Tech & Pol","Concepts and Research in Technology and Policy",6.00,Y,N,N,Y,N
2018,IDS.449,IDS,449,IDS.449,"Technology Policy Internship","Technology Policy Internship Seminar",3.00,Y,Y,N,N,N
2018,IDS.505,IDS,505,IDS.505J,"Eng Econ & Reg: Electric Power","Engineering, Economics and Regulation of the Electric Power Sector",12.00,Y,N,N,Y,N
2018,IDS.521,IDS,521,IDS.521,"Enrgy Sys & Climate Chng Mtgtn","Energy Systems and Climate Change Mitigation",12.00,Y,N,N,Y,N
2018,IDS.522,IDS,522,IDS.522,"Mapping & Eval New Energy Tech","Mapping and Evaluating New Energy Technologies",12.00,Y,Y,N,N,N
2018,IDS.440,IDS,440,IDS.440,"Sem in Tech Policy Research","Seminar in Technology Policy Research",3.00,Y,N,N,Y,N
2018,IDS.338,IDS,338,IDS.338J,"Multidscply Sys Dsgn Optmztn","Multidisciplinary System Design Optimization",12.00,Y,N,N,Y,N
2018,IDS.339,IDS,339,IDS.339J,"Space Systems Engineering","Space Systems Engineering",12.00,N,N,N,Y,N
2018,IDS.340,IDS,340,IDS.340J,"System Safety","System Safety Concepts",12.00,Y,Y,N,N,N
2018,IDS.341,IDS,341,IDS.341J,"Engineering of Software","Concepts in the Engineering of Software",12.00,Y,N,N,Y,N
2018,IDS.345,IDS,345,IDS.345J,"Digital Evolution: Web 3.0","Digital Evolution: Managing Web 3.0",9.00,Y,Y,N,N,N
2018,IDS.410,IDS,410,IDS.410J,"Modlng & Assessment for Policy","Modeling and Assessment for Policy",9.00,Y,N,N,Y,N
2018,IDS.012,IDS,012,IDS.012,"Stats Computation & Applctns","Statistics, Computation and Applications",12.00,Y,Y,N,N,N
2018,IDS.013,IDS,013,IDS.013J,"Stat Thinkng & Data Analysis","Statistical Thinking and Data Analysis",12.00,Y,N,N,Y,N
2018,IDS.045,IDS,045,IDS.045J,"System Safety","System Safety",12.00,N,Y,N,N,N
2018,IDS.055,IDS,055,IDS.055J,"Science, Tech, & Public Policy","Science, Technology, and Public Policy",12.00,Y,Y,N,N,N
2018,IDS.062,IDS,062,IDS.062J,"Global Envir Neg","Global Environmental Negotiations",6.00,N,Y,N,N,N
2018,IDS.525,IDS,525,IDS.525J,"Global Envr Negotiations","Global Environmental Negotiations",6.00,N,Y,N,N,N
2018,IDS.526,IDS,526,IDS.526J,"Sustainability Sci & Eng Sem","Sustainability Science and Engineering",9.00,N,Y,N,N,N
2018,IDS.436,IDS,436,IDS.436J,"Technology, Law, & Work Envir","Technology, Law, and the Working Environment",9.00,N,N,N,Y,N
2018,IDS.437,IDS,437,IDS.437J,"Tech, Glblztn, & Sustain Dev","Technology, Globalization, and Sustainable Development",12.00,Y,Y,N,N,N
2018,IDS.620,IDS,620,IDS.620J,"Princ& Practice:Drug Developmt","Principles and Practice of Drug Development",9.00,Y,Y,N,N,N
2018,IDS.670,IDS,670,IDS.670J,"Planning & Design:Airport Sys","Planning and Design of Airport Systems",12.00,N,Y,N,N,N
2018,IDS.720,IDS,720,IDS.720J,"RE Dev: Tools for Analysis","Tools for Analysis:  Design for Real Estate and Infrastructure Development",6.00,Y,N,N,Y,N
2018,IDS.730,IDS,730,IDS.730J,"Logistics Systems","Logistics Systems",12.00,Y,Y,N,N,N
2018,IDS.735,IDS,735,IDS.735J,"Supply Chain Planning","Supply Chain Planning",6.00,Y,N,N,Y,N
2018,IDS.131,IDS,131,IDS.131,"Stats Computation & Applctns","Statistics, Computation and Applications",12.00,Y,Y,N,N,N
2018,IDS.145,IDS,145,IDS.145J,"Data Mining","Data Mining: Finding the Data and Models that Create Value",6.00,Y,N,N,Y,N
2017,IDS.146,IDS,146,IDS.146J,"Data Analytics & Stat Modeling","Predictive Data Analytics and Statistical Modeling",9.00,N,N,N,Y,N
2018,IDS.147,IDS,147,IDS.147J,"Stat Learning & Data Mining","Statistical Learning and Data Mining",12.00,N,N,N,Y,N
2018,IDS.200,IDS,200,IDS.200J,"Optimization Methods","Optimization Methods",12.00,Y,Y,N,N,N
2018,IDS.736,IDS,736,IDS.736J,"Mfg Sys & Supply Chain Design","Manufacturing System and Supply Chain Design",6.00,Y,N,N,Y,N
2018,IDS.900,IDS,900,IDS.900,"PhD Seminar: Social & Eng Sys","Doctoral Seminar in Social and Engineering Systems",3.00,Y,Y,N,N,N
2018,IDS.910,IDS,910,IDS.910,"Leadership Development","Leadership Development",3.00,Y,Y,N,N,N
2018,IDS.950,IDS,950,IDS.950,"Independent Study in IDSS","Independent Study in Data, Systems, and Society",0.00,Y,Y,Y,Y,Y
2018,IDS.951,IDS,951,IDS.951,"Independent Study in TPP","Independent Study in Technology and Policy",0.00,Y,Y,Y,Y,Y
2018,IDS.960,IDS,960,IDS.960,"Teaching in IDSS","Teaching in Data, Systems, and Society",0.00,Y,Y,Y,Y,N
2018,IDS.961,IDS,961,IDS.961,"Teaching in TPP","Teaching in Technology and Policy",0.00,Y,Y,Y,Y,N
2018,IDS.970,IDS,970,IDS.970,"Research in IDSS","Research in Data, Systems, and Society",0.00,Y,Y,N,Y,Y
2018,IDS.971,IDS,971,IDS.971,"Research in TPP","Research in Technology and Policy",0.00,Y,Y,N,Y,Y
2018,IDS.S00,IDS,S00,IDS.S00,"Spec Subj Data, Sys & Society","Special Undergraduate Subject in Data, Systems, and Society",0.00,N,Y,Y,Y,Y
2018,IDS.700,IDS,700,IDS.700J,"Logistical &Transport Planning","Logistical and Transportation Planning Methods",12.00,Y,N,N,Y,N
2018,IDS.540,IDS,540,IDS.540J,"Environmental Law: Pollution","Environmental Law, Policy, and Economics: Pollution Prevention and Control",12.00,Y,Y,N,N,N
2018,IDS.541,IDS,541,IDS.541J,"Regulatn of Chem, Rad, Biotech","Regulation of Chemicals, Radiation, and Biotechnology",12.00,N,N,N,Y,N
2018,IDS.014,IDS,014,IDS.014J,"Fundamentals of Statistics","Fundamentals of Statistics",12.00,Y,Y,N,Y,N
2018,IDS.060,IDS,060,IDS.060J,"Environmental Law: Pollution","Environmental Law, Policy, and Economics: Pollution Prevention and Control",12.00,Y,Y,N,N,N
2018,IDS.061,IDS,061,IDS.061J,"Regulatn of Chem, Rad, Biotech","Regulation of Chemicals, Radiation, and Biotechnology",12.00,N,N,N,Y,N
2018,IDS.063,IDS,063,IDS.063J,"Environ Governance and Science","People and the Planet:  Environmental Governance and Science",9.00,Y,Y,N,N,N
2018,WGS.101,WGS,101,WGS.101,"Intro Women's & Gender Studies","Introduction to Women's and Gender Studies",12.00,Y,Y,N,Y,N
2018,WGS.109,WGS,109,WGS.109,"Global Feminism","Women and Global Activism in Media and Politics",12.00,Y,N,N,Y,N
2018,WGS.110,WGS,110,WGS.110J,"Sexual and Gender Identities","Sexual and Gender Identities",12.00,Y,Y,N,N,N
2018,WGS.111,WGS,111,WGS.111J,"Gender and Media Studies","Gender and Media Studies",12.00,Y,Y,N,N,N
2018,WGS.115,WGS,115,WGS.115,"Gender and Technology","Gender and Technology",12.00,N,Y,N,N,N
2018,WGS.125,WGS,125,WGS.125J,"Games and Culture","Games and Culture",12.00,Y,Y,N,N,N
2018,WGS.140,WGS,140,WGS.140J,"Race and Identity in Amer Lit","Race and Identity in American Literature",12.00,Y,N,N,Y,N
2017,WGS.175,WGS,175,WGS.175J,"Reproductive Politics & Tech","Reproductive Politics and Technologies",12.00,N,Y,N,N,N
2018,WGS.190,WGS,190,WGS.190J,"Intro to Black Studies","Black Matters:  Introduction to Black Studies",12.00,Y,N,N,Y,N
2018,WGS.220,WGS,220,WGS.220J,"Wmn & Gndr Mid East & N Africa","Women and Gender in the Middle East and North Africa",12.00,Y,N,N,Y,N
2018,WGS.141,WGS,141,WGS.141J,"International Women's Voices","International Women's Voices",12.00,Y,N,N,Y,N
2018,WGS.142,WGS,142,WGS.142,"Contemporary Women of Color","Narrative and Identity: Writing and Film by Contemporary Women of Color",12.00,N,N,N,Y,N
2018,WGS.145,WGS,145,WGS.145J,Globalization,"Globalization:  The Good, the Bad and the In-Between",12.00,Y,Y,N,N,N
2018,WGS.150,WGS,150,WGS.150,"Gender, Power, Leadership","Gender, Power, Leadership, and the Workplace",12.00,N,N,N,Y,N
2018,WGS.151,WGS,151,WGS.151,"Gender, Health, and Society","Gender, Health, and Society",12.00,Y,Y,N,N,N
2018,WGS.154,WGS,154,WGS.154J,"Gender / Japanese Pop Culture","Gender and Japanese Popular Culture",12.00,Y,N,N,Y,N
2018,WGS.221,WGS,221,WGS.221,"Women in the Developing World","Women in the Developing World",12.00,Y,N,N,Y,N
2018,WGS.222,WGS,222,WGS.222J,"Women and War","Women and War",12.00,Y,Y,N,N,N
2018,WGS.225,WGS,225,WGS.225J,"Science of Race, Sex, & Gender","The Science of Race, Sex, and Gender",12.00,N,N,N,Y,N
2018,WGS.226,WGS,226,WGS.226J,"Science, Gender & Inequality","Science, Gender and Social Inequality in the Developing World",12.00,Y,Y,N,N,N
2018,WGS.228,WGS,228,WGS.228,"Psychology of Gender and Race","Psychology of Sex and Gender",12.00,Y,Y,N,N,N
2018,WGS.229,WGS,229,WGS.229,"Race, Culture & Gender","Race, Culture, and Gender in the US and Beyond: A Psychological Perspective",12.00,Y,N,N,Y,N
2018,WGS.231,WGS,231,WGS.231J,"Writing about Race","Writing about Race",12.00,Y,Y,N,N,N
2018,WGS.155,WGS,155,WGS.155J,"Global Sexualities","Global Sexualities",12.00,Y,Y,N,N,N
2018,WGS.161,WGS,161,WGS.161J,"Gender and Law in US History","Gender and the Law in US History",12.00,N,Y,N,N,N
2017,WGS.170,WGS,170,WGS.170J,"Identity and Difference","Identity and Difference",12.00,N,N,N,Y,N
2018,WGS.172,WGS,172,WGS.172J,"Rethinking the Family","For Love and Money: Rethinking the Family",12.00,Y,Y,N,N,N
2018,WGS.233,WGS,233,WGS.233J,"New Culture of Gender","New Culture of Gender: Queer France",12.00,Y,N,N,Y,N
2018,WGS.234,WGS,234,WGS.234J,"Invention of French Theory","The Invention of French Theory: A History of Transatlantic Intellectual Life since 1945",12.00,Y,N,N,Y,N
2018,WGS.235,WGS,235,WGS.235J,"Classics of Chinese Literature","Classics of Chinese Literature in Translation",12.00,N,N,N,Y,N
2018,WGS.236,WGS,236,WGS.236J,"E Asian Cultures: Zen to K-Pop","Introduction to East Asian Cultures: From Zen to K-Pop",12.00,Y,Y,N,N,N
2018,WGS.240,WGS,240,WGS.240J,"Jane Austen","Jane Austen",12.00,Y,Y,N,N,N
2018,WGS.242,WGS,242,WGS.242,"The Latina Experience","The Latina Experience in Literature, Film and Popular Culture",12.00,N,Y,N,N,N
2018,WGS.270,WGS,270,WGS.270J,"Violence, Human Rghts, Justice","Violence, Human Rights, and Justice",12.00,Y,N,N,Y,N
2018,WGS.615,WGS,615,WGS.615,"Feminist Inquiry","Feminist Inquiry: Strategies for Effective Scholarship",12.00,Y,N,N,Y,N
2018,WGS.640,WGS,640,WGS.640,"Women's Life Narratives","Studies in Women's Life Narratives",12.00,Y,Y,N,N,N
2018,WGS.645,WGS,645,WGS.645,"Feminist Theory","Issues of Representation: Feminist Theory",12.00,Y,Y,N,N,N
2018,WGS.680,WGS,680,WGS.680,"Econ History of Work & Family","The Economic History of Work and the Family",12.00,Y,Y,N,N,N
2018,WGS.700,WGS,700,WGS.700,"Interdisciplinary Area Studies","Interdisciplinary Area Studies in Feminist Theories",12.00,Y,N,N,Y,N
2018,WGS.UR,WGS,UR,WGS.UR,"Undergraduate Research","Undergraduate Research in Women's and Gender Studies",0.00,Y,Y,Y,Y,Y
2018,WGS.URG,WGS,URG,WGS.URG,"Undergraduate Research","Undergraduate Research in Women's and Gender Studies",0.00,Y,Y,Y,Y,Y
2018,WGS.S10,WGS,S10,WGS.S10,"Spec Subj: Wmn's & Gndr Stdies","Special Subject in Women's and Gender Studies",12.00,Y,Y,N,N,N
2018,WGS.271,WGS,271,WGS.271J,"Dilemmas in Biomedical Ethics","Dilemmas in Biomedical Ethics: Playing God or Doing Good?",12.00,N,Y,N,N,N
2018,WGS.274,WGS,274,WGS.274J,"Images of Asian Women","Images of Asian Women: Dragon Ladies and Lotus Blossoms",12.00,N,N,N,Y,N
2018,WGS.275,WGS,275,WGS.275J,"Gender in Sci Tech & Environt","Gender in Science, Technology, and Environment",12.00,N,N,N,Y,N
2018,WGS.276,WGS,276,WGS.276J,"Cultures of Computing","Cultures of Computing",12.00,N,N,N,Y,N
2018,WGS.301,WGS,301,WGS.301J,"Feminist  Thought","Feminist Thought",12.00,Y,Y,N,N,N
2018,WGS.400,WGS,400,WGS.400,"WGS Ugrad Independent Study","WGS Undergraduate Independent Study",0.00,Y,Y,N,Y,N
2018,WGS.600,WGS,600,WGS.600,"Dissertation Wkshp Wmn Studies","Workshop for Dissertation Writers in Women's and Gender Studies",12.00,Y,Y,N,Y,N
2018,WGS.605,WGS,605,WGS.605,"WGS Grad Independent Study","WGS Graduate Independent Study",0.00,Y,Y,N,Y,N
2018,WGS.610,WGS,610,WGS.610,"Seminar in Feminist  Issues","Seminar in Feminist Issues",12.00,Y,Y,N,N,N
2018,WGS.245,WGS,245,WGS.245J,"Identities and Intersections","Identities and Intersections: Queer Literatures",12.00,Y,Y,N,N,N
2018,WGS.181,WGS,181,WGS.181,"Queer Cinema","Queer Cinema",12.00,Y,Y,N,N,N
2018,WGS.224,WGS,224,WGS.224,"Reproducing Inequality","Race, Gender and Social Inequality: Reproductive Health Care in the United States",12.00,Y,Y,N,N,N
2018,WGS.321,WGS,321,WGS.321J,"French Feminist Literature","French Feminist Literature: Yesterday and Today",12.00,Y,Y,N,N,N
2018,CMS.301,CMS,301,CMS.301,"Intro Game Design Methods","Introduction to Game Design Methods",12.00,Y,N,N,Y,N
2018,CMS.307,CMS,307,CMS.307,"Critical Worldbuilding","Critical Worldbuilding",12.00,N,Y,N,N,N
2018,CMS.308,CMS,308,CMS.308,"Visual Story: Graphic Novel","The Visual Story: Graphic Novel, Type to Tablet",12.00,Y,N,N,Y,N
2018,CMS.309,CMS,309,CMS.309J,"Modern Science Fiction","Transmedia Storytelling: Modern Science Fiction",12.00,Y,Y,N,N,N
2018,CMS.311,CMS,311,CMS.311J,"Media in Weimar & Nazi Germany","Media in Weimar and Nazi Germany",12.00,Y,N,N,Y,N
2018,CMS.994,CMS,994,CMS.994,"Independent Study","Independent Study",0.00,Y,Y,Y,Y,Y
2018,CMS.995,CMS,995,CMS.995,"Independent Study","Independent Study",0.00,Y,Y,Y,Y,Y
2018,CMS.S60,CMS,S60,CMS.S60,"Special Subject: CMS","Special Subject: Comparative Media Studies",0.00,Y,N,Y,Y,N
2018,CMS.915,CMS,915,CMS.915,"Understanding Television","Understanding Television",12.00,N,N,N,Y,N
2018,CMS.920,CMS,920,CMS.920,"Popular Narrative","Popular Culture and Narrative",12.00,Y,N,N,Y,N
2018,CMS.922,CMS,922,CMS.922,"Media Industries and Systems","Media Industries and Systems: The Art, Science and Business of Games",12.00,Y,N,N,Y,N
2018,CMS.925,CMS,925,CMS.925,"Film Music","Film Music",12.00,Y,Y,N,N,N
2018,CMS.935,CMS,935,CMS.935,"Doc Photography & Journalism","Documentary Photography and Photojournalism: Still Images of a World in Motion",12.00,Y,Y,N,Y,N
2018,CMS.950,CMS,950,CMS.950,"Workshop I","Workshop I",12.00,Y,Y,N,N,N
2018,CMS.S61,CMS,S61,CMS.S61,"Special Subject: CMS","Special Subject: Comparative Media Studies",0.00,N,Y,N,N,N
2018,CMS.S62,CMS,S62,CMS.S62,"Special Subject: CMS","Special Subject: Comparative Media Studies",0.00,Y,N,Y,N,N
2018,CMS.S96,CMS,S96,CMS.S96,"Special Subject: CMS","Special Subject: Comparative Media Studies",0.00,Y,N,N,Y,N
2018,CMS.S97,CMS,S97,CMS.S97,"Special Subject: CMS","Special Subject: Comparative Media Studies",0.00,Y,N,Y,Y,N
2018,CMS.S98,CMS,S98,CMS.S98,"Special Subject: CMS","Special Subject: Comparative Media Studies",0.00,Y,N,Y,N,N
2018,CMS.S99,CMS,S99,CMS.S99,"Special Subject: CMS","Special Subject: Comparative Media Studies",0.00,Y,N,N,Y,N
2018,CMS.THG,CMS,THG,CMS.THG,"Master's Thesis","Master's Thesis",0.00,Y,Y,Y,Y,Y
2018,CMS.THT,CMS,THT,CMS.THT,"CMS Pre-Thesis Tutorial","Comparative Media Studies Pre-Thesis Tutorial",6.00,Y,Y,N,Y,N
2018,CMS.THU,CMS,THU,CMS.THU,"Undergraduate Thesis in CMS","Undergraduate Thesis in Comparative Media Studies",0.00,Y,Y,Y,Y,Y
2018,CMS.UR,CMS,UR,CMS.UR,"Undergraduate Research","Research in Comparative Media Studies",0.00,Y,Y,Y,Y,Y
2018,CMS.URG,CMS,URG,CMS.URG,"Undergraduate Research","Research in Comparative Media Studies",0.00,Y,Y,Y,Y,Y
2018,CMS.100,CMS,100,CMS.100,"Introduction to Media Studies","Introduction to Media Studies",12.00,Y,Y,N,Y,N
2018,CMS.300,CMS,300,CMS.300,"Intro to Videogame Theory","Introduction to Videogame Theory",12.00,Y,Y,N,N,N
2018,CMS.951,CMS,951,CMS.951,"Workshop II","Workshop II",12.00,N,N,N,Y,N
2018,CMS.990,CMS,990,CMS.990,"Colloquium Comparative Media","Colloquium in Comparative Media",3.00,Y,Y,N,Y,N
2018,CMS.992,CMS,992,CMS.992,Portfolio,"Portfolio in Comparative Media",0.00,Y,Y,Y,Y,Y
2018,CMS.993,CMS,993,CMS.993,"Teaching in Comparative Media","Teaching in Comparative Media",0.00,Y,Y,Y,Y,N
2018,CMS.350,CMS,350,CMS.350J,"21st-Century Journalism","Topics and Methods in 21st-Century Journalism",12.00,Y,N,N,Y,N
2018,CMS.356,CMS,356,CMS.356J,"Advrtsg & Media: Comprtv Persp","Advertising and Media: Comparative Perspectives",12.00,Y,N,N,Y,N
2018,CMS.360,CMS,360,CMS.360,"Intro to Civic Media","Introduction to Civic Media",12.00,Y,N,N,Y,N
2018,CMS.361,CMS,361,CMS.361,"Networked Social Movements","Networked Social Movements: Media and Mobilization",12.00,N,N,N,Y,N
2018,CMS.362,CMS,362,CMS.362,"Civic Media Codesign Studio","Civic Media Collaborative Design Studio",12.00,Y,N,N,Y,N
2018,CMS.840,CMS,840,CMS.840,"Literature and Film","Literature and Film",12.00,Y,N,N,Y,N
2018,CMS.860,CMS,860,CMS.860,"Intro to Civic Media","Introduction to Civic Media",12.00,Y,N,N,Y,N
2018,CMS.861,CMS,861,CMS.861,"Networked Social Movements","Networked Social Movements: Media and Mobilization",12.00,N,N,N,Y,N
2018,CMS.862,CMS,862,CMS.862,"Civic Media Codesign Studio","Civic Media Collaborative Design Studio",12.00,Y,N,N,Y,N
2018,CMS.863,CMS,863,CMS.863J,"Computer Games","Design and Development of Games for Learning",12.00,Y,N,N,Y,N
2018,CMS.864,CMS,864,CMS.864,"Game Design","Game Design",12.00,Y,Y,N,N,N
2018,CMS.871,CMS,871,CMS.871,"Media in Cultural Context","Media in Cultural Context",12.00,Y,Y,N,N,N
2018,CMS.874,CMS,874,CMS.874J,"Visualizing Japan/Modern World","Visualizing Japan in the Modern World",12.00,Y,Y,N,N,N
2018,CMS.876,CMS,876,CMS.876,"History of Media & Technology","History of Media and Technology",12.00,Y,Y,N,N,N
2018,CMS.880,CMS,880,CMS.880,"Technologies of Word 1450-Pres","From Print to Digital: Technologies of the Word, 1450-Present",12.00,N,Y,N,N,N
2018,CMS.888,CMS,888,CMS.888,"Advrtsg & Media: Comprtv Persp","Advertising and Media: Comparative Perspectives",12.00,Y,N,N,Y,N
2018,CMS.901,CMS,901,CMS.901,"Current Debates in Media","Current Debates in Media",12.00,Y,Y,N,Y,N
2018,CMS.313,CMS,313,CMS.313,"Silent Film","Silent Film",12.00,N,Y,N,N,N
2018,CMS.314,CMS,314,CMS.314J,"Phantasmal Media","Phantasmal Media: Theory and Practice",12.00,N,Y,N,N,N
2018,CMS.333,CMS,333,CMS.333J,"Producing Educational Videos","Production of Educational Videos:  Skills for Communicating Academic and Professional Content",12.00,Y,N,N,Y,N
2018,CMS.334,CMS,334,CMS.334J,"South Asian America","South Asian America: Transnational Media, Culture, and History",12.00,N,N,N,Y,N
2018,CMS.335,CMS,335,CMS.335J,"Short Documentary","Short Attention Span Documentary",12.00,N,N,N,Y,N
2018,CMS.336,CMS,336,CMS.336J,"Social Justice and Documentary","Social Justice and The Documentary Film",12.00,N,Y,N,N,N
2018,CMS.376,CMS,376,CMS.376,"History of Media and Tech","History of Media and Technology",12.00,Y,Y,N,N,N
2018,CMS.400,CMS,400,CMS.400,"Media Systems","Media Systems and Texts",12.00,Y,Y,N,N,N
2018,CMS.830,CMS,830,CMS.830,"Studies in Film","Studies in Film",12.00,Y,Y,N,Y,N
2018,CMS.831,CMS,831,CMS.831,"Data Storytelling Studio","Data Storytelling Studio",12.00,Y,N,N,Y,N
2018,CMS.833,CMS,833,CMS.833,"Digital Humanities","Digital Humanities: Topics, Techniques, and Technologies",12.00,Y,Y,N,Y,N
2018,CMS.834,CMS,834,CMS.834J,"Designing Interactions","Designing Interactions",12.00,Y,Y,N,Y,N
2018,CMS.836,CMS,836,CMS.836,"Social Justice and Documentary","Social Justice and The Documentary Film",12.00,N,Y,N,N,N
2018,CMS.837,CMS,837,CMS.837,"Film, Music, and Social Change","Film, Music, and Social Change: Intersections of Media and Society",12.00,N,Y,N,N,N
2018,CMS.838,CMS,838,CMS.838,"Documentary: Techlgy & Techniq","Innovation in Documentary: Technologies and Techniques",12.00,Y,Y,N,N,N
2018,CMS.701,CMS,701,CMS.701,"Current Debates in Media","Current Debates in Media",12.00,Y,Y,N,Y,N
2018,CMS.790,CMS,790,CMS.790,"Media Theories & Methods I","Media Theories and Methods I",12.00,Y,Y,N,N,N
2018,CMS.791,CMS,791,CMS.791,"Media Theories & Methods II","Media Theories and Methods II",12.00,Y,N,N,Y,N
2018,CMS.603,CMS,603,CMS.603,"Independent Study","Independent Study",0.00,Y,Y,Y,Y,Y
2018,CMS.604,CMS,604,CMS.604,"Independent Study","Independent Study",0.00,Y,Y,Y,Y,Y
2018,CMS.796,CMS,796,CMS.796,"Major Media Texts","Major Media Texts",12.00,Y,Y,N,N,N
2018,CMS.801,CMS,801,CMS.801,"Media in Transition","Media in Transition",12.00,Y,Y,N,N,N
2018,CMS.807,CMS,807,CMS.807,"Critical Worldbuilding","Critical Worldbuilding",12.00,N,Y,N,N,N
2018,CMS.808,CMS,808,CMS.808,"Visual Story: Graphic Novel","The Visual Story: Graphic Novel, Type to Tablet",12.00,Y,N,N,Y,N
2018,CMS.605,CMS,605,CMS.605,"Media Internship","Media Internship",0.00,Y,Y,N,Y,N
2018,CMS.606,CMS,606,CMS.606,"Media Internship","Media Internship",0.00,Y,Y,N,Y,N
2018,CMS.608,CMS,608,CMS.608,"Game Design","Game Design",12.00,Y,Y,N,N,N
2018,CMS.609,CMS,609,CMS.609J,"The Word Made Digital","The Word Made Digital",12.00,Y,N,N,Y,N
2018,CMS.610,CMS,610,CMS.610,"Media Industries and Systems","Media Industries and Systems: The Art, Science and Business of Games",12.00,Y,N,N,Y,N
2018,CMS.611,CMS,611,CMS.611J,"Creating Video Games","Creating Video Games",12.00,Y,N,N,Y,N
2018,CMS.407,CMS,407,CMS.407,"Media and Methods: Sound","Media and Methods: Sound",12.00,N,N,N,Y,N
2018,CMS.590,CMS,590,CMS.590J,"Computer Games","Design and Development of Games for Learning",12.00,Y,N,N,Y,N
2018,CMS.338,CMS,338,CMS.338,"Documentary: Techlgy & Techniq","Innovation in Documentary: Technologies and Techniques",12.00,Y,Y,N,N,N
2018,CMS.403,CMS,403,CMS.403J,"Media and Methods: Performing","Media and Methods: Performing",12.00,N,N,N,Y,N
2018,CMS.405,CMS,405,CMS.405,"Visual Design","Visual Design",12.00,N,N,N,Y,N
2018,CMS.809,CMS,809,CMS.809,"Modern Science Fiction","Transmedia Storytelling: Modern Science Fiction",12.00,Y,Y,N,N,N
